lead_id,created_date,branch,channel,country_interested,service_type,counselor,budget_range,follow_up_count,status,last_update_date,cycle_days
LD00823,2025-06-27,Kalabagan,Facebook Ads,Canada,Study Abroad Consultation,Priya,5-10 Lakh,2,Contacted,2025-07-02,5
LD00824,2025-08-17,Kalabagan,Walk-in,Australia,IELTS Preparation,Rafi,20+ Lakh,4,Lost,2025-10-03,47
LD00825,2026-07-13,Kalabagan,Facebook Ads,UK,IELTS Preparation,mim,20+ Lakh,4,Consultation Done,2026-07-14,1
LD00826,2025-10-18,Uttara,Website Form,Australia,Study Abroad Consultation,Priya,5-10 Lakh,4,Consultation Done,2025-10-22,4
LD00827,2026-06-23,Kalabagan,Google Ads,USA,Study Abroad Consultation,Arafat,10-20 Lakh,1,Enrolled,2026-07-31,100
LD00828,2026-05-01,Kalabagan,Facebook Ads,USA,Study Abroad Consultation,Shuvo,<5 Lakh,7,Enrolled,2026-06-14,44
LD00829,2026-05-03,Uttara,Website Form,UK,Study Abroad Consultation,Nusrat,5-10 Lakh,5,Visa Approved,2026-07-31,138
LD00830,2026-02-28,Dhanmondi,Facebook Ads,USA,Study Abroad Consultation,Tanvir,10-20 Lakh,0,Lost,2026-04-20,51
LD00831,2025-10-06,Uttara,Google Ads,UK,Study Abroad Consultation,Priya,5-10 Lakh,4,New,2025-10-20,14
LD00832,2026-01-13,Uttara,Google Ads,Canada,Language Course,Nusrat,5-10 Lakh,4,Lost,2026-01-31,18
LD00833,2025-05-06,Kalabagan,Google Ads,Australia,Study Abroad Consultation,Nusrat,10-20 Lakh,3,Lost,2025-06-17,42
LD00834,2025-12-15,Dhanmondi,Seminar/Event,Canada,Study Abroad Consultation,Rafi,5-10 Lakh,5,Lost,2026-01-09,25
LD00835,2025-07-21,Uttara,Facebook Ads,UK,IELTS Preparation,Nusrat,10-20 Lakh,2,Lost,2025-08-14,24
LD00836,2025-10-18,Chattogram,Google Ads,Australia,IELTS Preparation,Priya,5-10 Lakh,5,Consultation Done,2025-11-06,19
LD00837,2025-04-26,Dhanmondi,Facebook Ads,UK,IELTS Preparation,Priya,<5 Lakh,5,Consultation Done,2025-05-02,6
LD00838,2025-12-03,Kalabagan,Facebook Ads,USA,Study Abroad Consultation,Shuvo,20+ Lakh,1,New,2025-12-17,14
LD00839,2026-01-07,Uttara,Google Ads,Canada,Study Abroad Consultation,Mim,20+ Lakh,1,Application Submitted,2026-02-18,42
LD00840,2025-03-18,Kalabagan,Google Ads,UK,IELTS Preparation,Mim,<5 Lakh,4,Lost,2025-05-13,56
LD00841,2025-07-18,Kalabagan,Seminar/Event,UK,IELTS Preparation,Arafat,5-10 Lakh,1,Lost,2025-09-05,49
LD00842,2025-05-15,Kalabagan,Facebook Ads,UK,Study Abroad Consultation,Shuvo,5-10 Lakh,2,Consultation Done,2025-05-29,14
LD00843,2025-05-12,Chattogram,Website Form,Australia,Study Abroad Consultation,Shuvo,10-20 Lakh,4,Application Submitted,2025-06-28,47
LD00844,2025-05-27,Uttara,Facebook Ads,UK,Study Abroad Consultation,Arafat,5-10 Lakh,2,Enrolled,2025-09-17,113
LD00845,2025-08-23,Dhanmondi,Google Ads,Australia,Language Course,Arafat,<5 Lakh,5,Lost,2025-10-06,44
LD00846,2026-02-16,Dhanmondi,Website Form,UK,Visa Processing,Arafat,5-10 Lakh,2,Lost,2026-03-09,21
LD00847,2025-03-14,Kalabagan,Google Ads,Canada,Visa Processing,Nusrat,5-10 Lakh,3,Enrolled,2025-06-22,100
LD00848,2025-07-07,Kalabagan,Walk-in,UK,Study Abroad Consultation,Priya,5-10 Lakh,0,Lost,2025-07-11,4
LD00849,2026-01-04,Uttara,Referral,Canada,IELTS Preparation,Shuvo,10-20 Lakh,3,Visa Approved,2026-05-17,133
LD00850,2025-04-22,Dhanmondi,Walk-in,Malaysia,IELTS Preparation,Mim,,5,Contacted,2025-04-24,2
LD00851,2025-11-08,Sylhet,Website Form,Canada,Study Abroad Consultation,Tanvir,<5 Lakh,1,Contacted,2025-11-27,19
LD00852,2026-04-28,Kalabagan,Google Ads,Australia,Study Abroad Consultation,Tanvir,5-10 Lakh,2,Lost,2026-05-08,10
LD00853,2025-10-24,Kalabagan,Facebook Ads,Australia,Study Abroad Consultation,Arafat,10-20 Lakh,0,Consultation Done,2025-10-27,3
LD00854,2026-07-14,Dhanmondi,Facebook Ads,UK,IELTS Preparation,Nusrat,5-10 Lakh,2,Consultation Done,2026-07-25,11
LD00855,2025-10-06,Sylhet,Facebook Ads,UK,IELTS Preparation,Nusrat,5-10 Lakh,3,Lost,2025-11-04,29
LD00856,2025-03-02,Sylhet,Website Form,Canada,Study Abroad Consultation,Arafat,5-10 Lakh,3,Contacted,2025-03-19,17
LD00857,2025-08-24,Kalabagan,Walk-in,USA,Language Course,Tanvir,<5 Lakh,4,Lost,2025-09-06,13
LD00858,2025-06-14,Sylhet,Referral,Germany,Study Abroad Consultation,Mim,5-10 Lakh,2,New,2025-06-26,12
LD00859,2025-12-18,Dhanmondi,Referral,Canada,IELTS Preparation,Shuvo,20+ Lakh,2,Lost,2026-02-05,49
LD00860,2025-07-20,Chattogram,Referral,Canada,Study Abroad Consultation,Priya,5-10 Lakh,2,Enrolled,2025-10-12,84
LD00861,2025-03-11,Uttara,Seminar/Event,Germany,Study Abroad Consultation,Nusrat,10-20 Lakh,5,Enrolled,2025-06-28,109
LD00862,2025-08-01,Chattogram,Facebook Ads,UK,IELTS Preparation,Priya,<5 Lakh,2,Contacted,2025-08-10,9
LD00863,2026-03-26,Dhanmondi,Facebook Ads,Canada,Study Abroad Consultation,Rafi,5-10 Lakh,4,Contacted,2026-03-30,4
LD00864,2025-08-11,Uttara,Referral,Australia,Study Abroad Consultation,Tanvir,5-10 Lakh,4,Enrolled,2025-12-06,117
LD00865,2025-08-18,Chattogram,Google Ads,Australia,Study Abroad Consultation,nusrat,<5 Lakh,1,Lost,2025-08-30,12
LD00866,2025-05-21,Kalabagan,Facebook Ads,UK,IELTS Preparation,Priya,10-20 Lakh,3,Consultation Done,2025-06-08,18
LD00867,2025-01-22,Sylhet,Facebook Ads,UK,Visa Processing,Shuvo,<5 Lakh,2,Enrolled,2025-03-05,42
LD00868,2025-11-23,Sylhet,Referral,Malaysia,Study Abroad Consultation,Rafi,10-20 Lakh,1,Lost,2025-11-24,1
LD00869,2026-06-28,Kalabagan,Website Form,Canada,IELTS Preparation,Nusrat,10-20 Lakh,4,Lost,2026-07-10,12
LD00870,2026-02-24,Chattogram,Google Ads,USA,Study Abroad Consultation,Tanvir,5-10 Lakh,1,Consultation Done,2026-03-11,15
LD00871,2026-06-06,Dhanmondi,Google Ads,USA,Visa Processing,Tanvir,5-10 Lakh,2,Enrolled,2026-07-31,149
LD00872,2025-01-31,Uttara,Seminar/Event,Australia,IELTS Preparation,Priya,5-10 Lakh,4,Lost,2025-02-11,11
LD00873,2025-09-25,Kalabagan,Referral,UK,Language Course,Priya,<5 Lakh,3,Enrolled,2026-02-02,130
LD00874,2025-04-16,Sylhet,Facebook Ads,Australia,Study Abroad Consultation,Nusrat,,5,New,2025-04-30,14
LD00875,2025-03-17,Kalabagan,Referral,UK,Study Abroad Consultation,Nusrat,5-10 Lakh,2,Lost,2025-03-26,9
LD00876,2025-09-28,Uttara,Facebook Ads,Malaysia,Study Abroad Consultation,Nusrat,<5 Lakh,2,Lost,2025-11-22,55
LD00877,2026-04-03,Sylhet,Facebook Ads,Canada,Study Abroad Consultation,Nusrat,,2,Lost,2026-05-31,58
LD00878,2026-04-22,Uttara,Google Ads,Canada,Visa Processing,Rafi,20+ Lakh,3,New,2026-05-02,10
LD00879,2025-12-17,Dhanmondi,Walk-in,Australia,Study Abroad Consultation,Mim,5-10 Lakh,3,Contacted,2025-12-31,14
LD00880,2025-11-14,Kalabagan,Facebook Ads,Australia,Study Abroad Consultation,Tanvir,<5 Lakh,2,Lost,2025-11-21,7
LD00881,2025-10-20,Kalabagan,Website Form,UK,Study Abroad Consultation,Arafat,<5 Lakh,1,Lost,2025-11-16,27
LD00882,2026-02-06,Kalabagan,Facebook Ads,Canada,Study Abroad Consultation,Rafi,10-20 Lakh,3,Consultation Done,2026-02-16,10
LD00883,2025-12-18,Sylhet,Google Ads,Australia,Study Abroad Consultation,Mim,<5 Lakh,9,New,2025-12-23,5
LD00884,2025-01-07,Uttara,Walk-in,Australia,Visa Processing,Arafat,20+ Lakh,3,Enrolled,2025-06-01,145
LD00885,2025-10-02,Chattogram,Facebook Ads,Canada,Study Abroad Consultation,Rafi,5-10 Lakh,1,Lost,2025-11-23,52
LD00886,2025-01-13,Dhanmondi,Seminar/Event,UK,Study Abroad Consultation,Priya,5-10 Lakh,3,Visa Approved,2025-04-06,83
LD00887,2026-05-11,Kalabagan,Facebook Ads,UK,Study Abroad Consultation,Rafi,10-20 Lakh,9,Lost,2026-05-28,17
LD00888,2025-02-18,Kalabagan,Google Ads,Malaysia,Study Abroad Consultation,Priya,,3,Lost,2025-03-05,15
LD00889,2026-01-10,Kalabagan,Walk-in,USA,Visa Processing,Arafat,5-10 Lakh,2,Lost,2026-01-26,16
LD00890,2025-09-06,Sylhet,Website Form,Germany,IELTS Preparation,Priya,<5 Lakh,2,New,2025-09-08,2
LD00891,2025-03-10,Kalabagan,Referral,UK,IELTS Preparation,Shuvo,<5 Lakh,2,Lost,2025-05-04,55
LD00892,2025-06-07,Uttara,Facebook Ads,Australia,Study Abroad Consultation,Priya,20+ Lakh,4,Consultation Done,2025-06-22,15
LD00893,2025-10-16,Chattogram,Referral,Canada,Study Abroad Consultation,Shuvo,5-10 Lakh,2,Consultation Done,2025-10-18,2
LD00894,2025-08-21,Chattogram,Facebook Ads,Canada,IELTS Preparation,Nusrat,5-10 Lakh,2,Contacted,2025-08-28,7
LD00895,2025-09-03,Kalabagan,Walk-in,UK,Study Abroad Consultation,Mim,10-20 Lakh,1,Lost,2025-10-22,49
LD00896,2026-02-24,Dhanmondi,Google Ads,Australia,IELTS Preparation,Nusrat,5-10 Lakh,1,Application Submitted,2026-07-17,143
LD00897,2025-03-01,Sylhet,Facebook Ads,USA,Visa Processing,Mim,5-10 Lakh,3,Consultation Done,2025-03-19,18
LD00898,2026-04-23,Kalabagan,Walk-in,UK,IELTS Preparation,Tanvir,10-20 Lakh,4,Contacted,2026-04-28,5
LD00899,2025-11-30,Chattogram,Referral,UK,Study Abroad Consultation,Shuvo,<5 Lakh,2,Lost,2025-12-06,6
LD00900,2026-03-29,Dhanmondi,Google Ads,USA,Visa Processing,Nusrat,20+ Lakh,2,Lost,2026-04-14,16
LD00901,2026-07-23,Kalabagan,Facebook Ads,UK,IELTS Preparation,Tanvir,<5 Lakh,5,New,2026-07-31,12
LD00902,2025-02-09,Dhanmondi,Google Ads,UK,Study Abroad Consultation,Arafat,5-10 Lakh,2,Lost,2025-04-02,52
LD00903,2026-07-27,Kalabagan,Google Ads,UK,IELTS Preparation,Arafat,10-20 Lakh,6,Contacted,2026-07-31,17
LD00904,2025-03-13,Chattogram,Google Ads,Australia,IELTS Preparation,Nusrat,5-10 Lakh,1,New,2025-03-14,1
LD00905,2026-05-27,Uttara,Referral,USA,Visa Processing,Arafat,<5 Lakh,2,Lost,2026-06-16,20
LD00906,2025-12-18,Kalabagan,Referral,USA,Study Abroad Consultation,rafi,5-10 Lakh,3,Lost,2026-02-09,53
LD00907,2025-06-23,Kalabagan,Facebook Ads,USA,Study Abroad Consultation,Priya,<5 Lakh,4,Lost,2025-07-26,33
LD00908,2026-04-05,Kalabagan,Facebook Ads,Malaysia,Study Abroad Consultation,Arafat,<5 Lakh,5,Consultation Done,2026-04-17,12
LD00909,2025-07-11,Kalabagan,Facebook Ads,Australia,Language Course,Arafat,5-10 Lakh,2,Visa Approved,2025-08-12,32
LD00910,2025-01-17,Uttara,Google Ads,Canada,Study Abroad Consultation,Arafat,10-20 Lakh,1,Application Submitted,2025-02-01,15
LD00911,2025-02-25,Chattogram,Google Ads,UK,Study Abroad Consultation,Rafi,<5 Lakh,1,Lost,2025-04-23,57
LD00912,2026-06-28,Sylhet,Google Ads,Australia,Study Abroad Consultation,Rafi,5-10 Lakh,2,Application Submitted,2026-07-31,101
LD00913,2026-05-18,Dhanmondi,Facebook Ads,Germany,IELTS Preparation,Mim,5-10 Lakh,5,Contacted,2026-06-06,19
LD00914,2025-11-10,Dhanmondi,Website Form,Germany,Study Abroad Consultation,Priya,5-10 Lakh,3,Lost,2025-11-20,10
LD00915,2026-03-25,Uttara,Google Ads,Australia,Study Abroad Consultation,Nusrat,5-10 Lakh,4,Lost,2026-05-18,54
LD00916,2026-07-02,Chattogram,Google Ads,Canada,Visa Processing,Tanvir,5-10 Lakh,3,Consultation Done,2026-07-05,3
LD00917,2025-06-21,Uttara,Website Form,UK,IELTS Preparation,Shuvo,<5 Lakh,1,Lost,2025-07-29,38
LD00918,2025-04-10,Kalabagan,Referral,Australia,Study Abroad Consultation,Nusrat,5-10 Lakh,3,Lost,2025-04-13,3
LD00919,2026-03-11,Chattogram,Facebook Ads,Germany,Language Course,mim,20+ Lakh,2,Contacted,2026-03-24,13
LD00920,2026-01-15,Kalabagan,Google Ads,Germany,IELTS Preparation,Tanvir,10-20 Lakh,3,Consultation Done,2026-01-30,15
LD00921,2025-08-11,Kalabagan,Website Form,UK,Study Abroad Consultation,Priya,5-10 Lakh,2,Lost,2025-08-20,9
LD00922,2026-06-10,Uttara,Website Form,Canada,Study Abroad Consultation,Nusrat,<5 Lakh,4,Lost,2026-06-20,10
LD00923,2025-03-03,Kalabagan,Facebook Ads,USA,Study Abroad Consultation,Nusrat,10-20 Lakh,2,Contacted,2025-03-14,11
LD00924,2026-07-25,Sylhet,Website Form,Germany,Study Abroad Consultation,Nusrat,10-20 Lakh,3,Lost,2026-07-31,11
LD00925,2026-07-01,Sylhet,Google Ads,Canada,Study Abroad Consultation,Rafi,5-10 Lakh,1,New,2026-07-19,18
LD00926,2026-07-30,Kalabagan,Seminar/Event,USA,Study Abroad Consultation,Mim,20+ Lakh,3,Contacted,2026-07-31,8
LD00927,2026-05-25,Chattogram,Google Ads,Germany,Study Abroad Consultation,mim,10-20 Lakh,4,Enrolled,2026-07-31,72
LD00928,2026-04-01,Uttara,Seminar/Event,USA,Visa Processing,Mim,20+ Lakh,3,Enrolled,2026-07-31,127
LD00929,2025-08-04,Chattogram,Seminar/Event,Canada,IELTS Preparation,Mim,<5 Lakh,3,Lost,2025-09-26,53
LD00930,2025-04-08,Sylhet ,Seminar/Event,Australia,Study Abroad Consultation,Rafi,10-20 Lakh,2,Consultation Done,2025-04-24,16
LD00931,2025-01-13,Uttara,Google Ads,UK,Study Abroad Consultation,Mim,5-10 Lakh,3,New,2025-01-17,4
LD00932,2025-01-23,Sylhet,Walk-in,Germany,Study Abroad Consultation,Shuvo,20+ Lakh,3,Consultation Done,2025-02-07,15
LD00933,2026-05-30,Dhanmondi,Google Ads,Australia,IELTS Preparation,Tanvir,10-20 Lakh,3,Lost,2026-07-13,44
LD00934,2025-12-02,Chattogram,Google Ads,Australia,Visa Processing,Priya,10-20 Lakh,5,Lost,2026-01-14,43
LD00935,2025-03-14,Kalabagan,Referral,Canada,Study Abroad Consultation,Tanvir,<5 Lakh,1,Lost,2025-04-17,34
LD00936,2025-08-08,Chattogram,Walk-in,USA,IELTS Preparation,Rafi,5-10 Lakh,3,Application Submitted,2025-11-24,108
LD00937,2026-02-02,Uttara,Walk-in,Canada,Study Abroad Consultation,Tanvir,<5 Lakh,2,Lost,2026-02-25,23
LD00938,2026-06-22,Chattogram,Facebook Ads,Malaysia,Study Abroad Consultation,Arafat,<5 Lakh,5,Lost,2026-06-28,6
LD00939,2025-10-18,Kalabagan,Google Ads,UK,Visa Processing,Mim,<5 Lakh,3,Lost,2025-11-08,21
LD00940,2025-11-11,Dhanmondi,Seminar/Event,Canada,Visa Processing,Rafi,10-20 Lakh,5,Contacted,2025-11-30,19
LD00941,2025-08-21,Chattogram,Google Ads,Germany,IELTS Preparation,Mim,10-20 Lakh,3,Lost,2025-10-08,48
LD00942,2026-03-26,Sylhet,Referral,Australia,Visa Processing,Mim,<5 Lakh,6,Lost,2026-05-07,42
LD00943,2026-05-02,Chattogram,Google Ads,UK,Study Abroad Consultation,Mim,10-20 Lakh,3,Lost,2026-05-14,12
LD00944,2025-09-09,Chattogram,Walk-in,Germany,Visa Processing,Nusrat,<5 Lakh,7,Enrolled,2026-01-06,119
LD00945,2026-07-05,Chattogram,Referral,UK,Study Abroad Consultation,Nusrat,5-10 Lakh,4,Application Submitted,2026-07-31,49
LD00946,2026-05-06,Kalabagan,Google Ads,USA,Study Abroad Consultation,Priya,<5 Lakh,2,Lost,2026-06-30,55
LD00947,2026-07-05,Kalabagan ,Facebook Ads,Germany,Study Abroad Consultation,Rafi,5-10 Lakh,3,Lost,2026-07-11,6
LD00948,2026-03-02,Sylhet,Seminar/Event,UK,Study Abroad Consultation,Shuvo,10-20 Lakh,3,Lost,2026-03-27,25
LD00949,2025-07-13,Uttara,Seminar/Event,Germany,Visa Processing,Shuvo,20+ Lakh,3,Lost,2025-08-22,40
LD00950,2025-09-04,Dhanmondi,Referral,UK,IELTS Preparation,Tanvir,5-10 Lakh,5,New,2025-09-06,2
LD00951,2025-10-15,Dhanmondi,Referral,UK,Language Course,Arafat,5-10 Lakh,3,Enrolled,2026-02-01,109
LD00952,2025-04-13,Kalabagan,Referral,USA,IELTS Preparation,Shuvo,5-10 Lakh,5,Enrolled,2025-07-08,86
LD00953,2025-02-06,Kalabagan ,Facebook Ads,UK,Study Abroad Consultation,Shuvo,5-10 Lakh,4,Lost,2025-02-15,9
LD00954,2025-08-11,Chattogram,Seminar/Event,Germany,Study Abroad Consultation,Rafi,5-10 Lakh,3,New,2025-08-26,15
LD00955,2025-04-26,Dhanmondi,Facebook Ads,USA,Visa Processing,Arafat,20+ Lakh,5,Application Submitted,2025-08-30,126
LD00956,2025-06-13,Dhanmondi,Google Ads,USA,Study Abroad Consultation,Arafat,10-20 Lakh,3,Contacted,2025-06-13,0
LD00957,2026-07-13,Dhanmondi,Facebook Ads,UK,IELTS Preparation,nusrat,<5 Lakh,5,Contacted,2026-07-17,4
LD00958,2026-02-06,Chattogram,Facebook Ads,Australia,Visa Processing,Nusrat,5-10 Lakh,3,New,2026-02-20,14
LD00959,2026-04-15,Dhanmondi,Google Ads,USA,Visa Processing,Tanvir,10-20 Lakh,0,New,2026-04-30,15
LD00960,2026-02-07,Dhanmondi,Facebook Ads,UK,IELTS Preparation,Arafat,10-20 Lakh,5,Consultation Done,2026-02-13,6
LD00961,2026-06-06,Uttara,Walk-in,Australia,IELTS Preparation,Shuvo,,3,Consultation Done,2026-06-10,4
LD00962,2025-07-07,Uttara,Website Form,Canada,Visa Processing,Priya,5-10 Lakh,5,Consultation Done,2025-07-07,0
LD00963,2025-01-24,Chattogram,Website Form,UK,IELTS Preparation,Shuvo,20+ Lakh,3,Contacted,2025-02-11,18
LD00964,2026-05-30,Kalabagan,Referral,Malaysia,Language Course,Rafi,10-20 Lakh,4,Enrolled,2026-07-31,145
LD00965,2025-11-28,Chattogram,Seminar/Event,Australia,Language Course,Nusrat,20+ Lakh,1,Visa Approved,2026-03-21,113
LD00966,2025-12-02,Uttara,Seminar/Event,Malaysia,IELTS Preparation,Priya,20+ Lakh,2,Lost,2026-01-18,47
LD00967,2025-09-07,Kalabagan,Facebook Ads,Canada,Visa Processing,Rafi,10-20 Lakh,1,New,2025-09-20,13
LD00968,2025-06-24,Chattogram,Walk-in,Australia,IELTS Preparation,Nusrat,5-10 Lakh,4,Lost,2025-07-03,9
LD00969,2025-12-30,Kalabagan,Website Form,Canada,Study Abroad Consultation,Rafi,10-20 Lakh,4,Lost,2026-02-08,40
LD00970,2026-06-18,Kalabagan,Walk-in,UK,Study Abroad Consultation,Shuvo,,7,Consultation Done,2026-06-28,10
LD00971,2026-07-18,Chattogram,Facebook Ads,Canada,IELTS Preparation,Tanvir,5-10 Lakh,2,Consultation Done,2026-07-31,17
LD00972,2026-07-23,Dhanmondi,Google Ads,UK,Study Abroad Consultation,Priya,10-20 Lakh,3,Lost,2026-07-31,50
LD00973,2025-09-22,Dhanmondi,Facebook Ads,Malaysia,Study Abroad Consultation,Shuvo,10-20 Lakh,3,Lost,2025-11-11,50
LD00974,2025-12-19,Kalabagan,Google Ads,UK,IELTS Preparation,Tanvir,10-20 Lakh,1,Lost,2026-01-16,28
LD00975,2025-01-09,Uttara,Facebook Ads,Australia,Study Abroad Consultation,Nusrat,20+ Lakh,2,Application Submitted,2025-04-13,94
LD00976,2026-05-13,Uttara,Seminar/Event,UK,IELTS Preparation,Rafi,10-20 Lakh,3,Consultation Done,2026-05-28,15
LD00977,2025-03-24,Sylhet,Walk-in,Australia,Study Abroad Consultation,Mim,<5 Lakh,0,Application Submitted,2025-06-03,71
LD00978,2025-11-02,Sylhet,Facebook Ads,Australia,Study Abroad Consultation,Shuvo,10-20 Lakh,0,Lost,2025-12-04,32
LD00979,2026-05-21,Kalabagan,Walk-in,Australia,Study Abroad Consultation,Shuvo,20+ Lakh,3,Contacted,2026-05-26,5
LD00980,2025-06-07,Chattogram,Referral,Australia,IELTS Preparation,Tanvir,20+ Lakh,5,Enrolled,2025-09-03,88
LD00981,2025-10-22,Kalabagan,Website Form,UK,Study Abroad Consultation,Priya,5-10 Lakh,3,New,2025-11-10,19
LD00982,2025-10-12,Dhanmondi,Google Ads,Canada,Visa Processing,Arafat,10-20 Lakh,2,Contacted,2025-10-13,1
LD00983,2025-02-23,Chattogram,Website Form,Canada,IELTS Preparation,Tanvir,10-20 Lakh,6,Contacted,2025-03-01,6
LD00984,2025-02-03,Dhanmondi,Walk-in,Australia,Study Abroad Consultation,Priya,<5 Lakh,3,Enrolled,2025-05-06,92
LD00985,2025-06-01,Uttara,Facebook Ads,Australia,Study Abroad Consultation,Mim,20+ Lakh,3,Lost,2025-06-05,4
LD00986,2026-05-30,Kalabagan,Website Form,Canada,IELTS Preparation,Nusrat,5-10 Lakh,0,Enrolled,2026-07-28,59
LD00987,2026-01-04,Kalabagan,Facebook Ads,Canada,Study Abroad Consultation,Rafi,<5 Lakh,5,New,2026-01-19,15
LD00988,2025-05-20,Kalabagan,Facebook Ads,UK,Study Abroad Consultation,Shuvo,<5 Lakh,5,Lost,2025-06-15,26
LD00989,2025-04-18,Chattogram,Facebook Ads,USA,Study Abroad Consultation,Rafi,<5 Lakh,7,Consultation Done,2025-05-05,17
LD00990,2025-08-28,Kalabagan,Referral,Germany,Study Abroad Consultation,Nusrat,5-10 Lakh,3,Application Submitted,2025-09-24,27
LD00991,2025-07-29,Kalabagan,Facebook Ads,USA,Study Abroad Consultation,Tanvir,10-20 Lakh,4,Application Submitted,2025-10-07,70
LD00992,2025-09-28,Kalabagan,Facebook Ads,Germany,Study Abroad Consultation,Shuvo,<5 Lakh,1,New,2025-10-16,18
LD00993,2026-03-30,Chattogram,Google Ads,UK,Study Abroad Consultation,Nusrat,10-20 Lakh,4,Contacted,2026-04-16,17
LD00994,2025-04-08,Kalabagan,Facebook Ads,UK,Language Course,Tanvir,10-20 Lakh,6,New,2025-04-18,10
LD00995,2025-05-08,Dhanmondi,Facebook Ads,USA,Language Course,Arafat,10-20 Lakh,7,Lost,2025-06-08,31
LD00996,2025-07-19,Kalabagan,Google Ads,Germany,Study Abroad Consultation,Arafat,5-10 Lakh,3,Contacted,2025-07-21,2
LD00997,2025-10-05,Chattogram,Google Ads,Germany,Study Abroad Consultation,Priya,10-20 Lakh,0,Lost,2025-11-30,56
LD00998,2026-05-08,Chattogram,Walk-in,UK,Study Abroad Consultation,Nusrat,5-10 Lakh,3,New,2026-05-21,13
LD00999,2026-06-12,Uttara,Website Form,UK,Study Abroad Consultation,Priya,5-10 Lakh,2,Consultation Done,2026-06-20,8
LD01000,2026-05-04,Chattogram,Website Form,Germany,Visa Processing,Arafat,<5 Lakh,3,Lost,2026-06-25,52
LD01001,2025-09-28,Uttara,Facebook Ads,Germany,Study Abroad Consultation,Rafi,10-20 Lakh,5,Lost,2025-10-31,33
LD01002,2025-11-11,Chattogram,Facebook Ads,USA,Study Abroad Consultation,Nusrat,5-10 Lakh,5,Consultation Done,2025-11-21,10
LD01003,2025-10-12,Kalabagan,Google Ads,Australia,Study Abroad Consultation,Priya,<5 Lakh,3,Consultation Done,2025-10-22,10
LD01004,2025-01-20,Uttara,Google Ads,UK,IELTS Preparation,Nusrat,10-20 Lakh,3,Application Submitted,2025-02-23,34
LD01005,2026-02-27,Dhanmondi,Referral,UK,Study Abroad Consultation,Mim,10-20 Lakh,3,Application Submitted,2026-04-07,39
LD01006,2025-03-03,Sylhet,Facebook Ads,Malaysia,Visa Processing,Arafat,5-10 Lakh,4,Visa Approved,2025-04-15,43
LD01007,2025-09-30,Kalabagan,Walk-in,UK,IELTS Preparation,Nusrat,5-10 Lakh,3,New,2025-10-10,10
LD01008,2025-01-25,Chattogram,Website Form,Australia,Language Course,Mim,<5 Lakh,2,Enrolled,2025-04-12,77
LD01009,2025-10-30,Chattogram,Seminar/Event,UK,Study Abroad Consultation,Shuvo,5-10 Lakh,1,Lost,2025-12-09,40
LD01010,2026-03-26,Chattogram,Google Ads,USA,IELTS Preparation,Nusrat,10-20 Lakh,3,New,2026-03-30,4
LD01011,2026-01-25,Uttara,Referral,Canada,Study Abroad Consultation,Shuvo,10-20 Lakh,4,Visa Approved,2026-03-14,48
LD01012,2026-06-10,Kalabagan,Referral,Germany,Study Abroad Consultation,Tanvir,20+ Lakh,4,Lost,2026-07-31,57
LD01013,2026-01-21,Kalabagan,Walk-in,UK,Study Abroad Consultation,Nusrat,<5 Lakh,3,Enrolled,2026-04-11,80
LD01014,2025-01-11,Kalabagan,Google Ads,USA,Study Abroad Consultation,Nusrat,10-20 Lakh,6,Consultation Done,2025-01-24,13
LD01015,2025-04-01,Chattogram,Google Ads,USA,Study Abroad Consultation,Nusrat,10-20 Lakh,3,Visa Approved,2025-05-07,36
LD01016,2026-07-19,Kalabagan,Facebook Ads,Australia,Study Abroad Consultation,Rafi,10-20 Lakh,4,Lost,2026-07-31,50
LD01017,2026-03-31,Kalabagan ,Walk-in,Australia,Study Abroad Consultation,Mim,<5 Lakh,3,Lost,2026-05-28,58
LD01018,2025-06-03,Dhanmondi,Facebook Ads,UK,IELTS Preparation,Mim,20+ Lakh,4,Consultation Done,2025-06-07,4
LD01019,2026-02-09,Kalabagan,Referral,Germany,IELTS Preparation,Nusrat,<5 Lakh,1,Application Submitted,2026-06-08,119
LD01020,2025-06-17,Chattogram,Walk-in,Germany,Visa Processing,Shuvo,5-10 Lakh,2,Contacted,2025-06-28,11
LD01021,2026-01-25,Uttara,Website Form,UK,Study Abroad Consultation,Rafi,20+ Lakh,3,Application Submitted,2026-03-03,37
LD01022,2025-03-13,Dhanmondi,Facebook Ads,Malaysia,Visa Processing,Tanvir,20+ Lakh,2,Application Submitted,2025-05-02,50
LD01023,2026-02-15,Uttara,Facebook Ads,Malaysia,IELTS Preparation,nusrat,10-20 Lakh,2,Lost,2026-04-03,47
LD01024,2026-04-23,Kalabagan,Referral,UK,Study Abroad Consultation,Priya,20+ Lakh,1,Lost,2026-05-17,24
LD01025,2026-02-21,Kalabagan,Google Ads,Canada,Study Abroad Consultation,Priya,20+ Lakh,4,Contacted,2026-03-02,9
LD01026,2025-10-25,Kalabagan,Walk-in,Germany,Study Abroad Consultation,Shuvo,20+ Lakh,3,Lost,2025-11-07,13
LD01027,2025-04-22,Kalabagan,Website Form,UK,Study Abroad Consultation,Priya,<5 Lakh,4,Lost,2025-05-01,9
LD01028,2025-07-03,Kalabagan,Facebook Ads,Australia,Study Abroad Consultation,Rafi,10-20 Lakh,2,Consultation Done,2025-07-05,2
